"Produto_Comprado","Id_Cliente"
"butter milk","5223"
"UHT-milk","5223"
"ice cream","5223"
"rolls/buns","5223"
"male cosmetics","5223"
"newspapers","5223"
"soft cheese","5224"
"ice cream","5224"
"whole milk","5225"
"white bread","5225"
"newspapers","5225"
"soda","5226"
"chicken","5227"
"other vegetables","5228"
"curd","5228"
"pastry","5228"
"pasta","5228"
"hygiene articles","5228"
"flower (seeds)","5228"
"pastry","5229"
"instant coffee","5229"
"ice cream","5230"
"bottled beer","5230"
"prosecco","5230"
"dishes","5230"
"shopping bags","5230"
"sausage","5231"
"citrus fruit","5232"
"yogurt","5232"
"whipped/sour cream","5232"
"shopping bags","5232"
"chocolate","5233"
"beverages","5234"
"bottled water","5235"
"sausage","5236"
"other vegetables","5236"
"dessert","5236"
"whipped/sour cream","5237"
"root vegetables","5238"
"other vegetables","5238"
"whole milk","5238"
"rolls/buns","5238"
"sugar","5238"
"cereals","5238"
"soda","5238"
"soap","5238"
"ice cream","5239"
"soda","5239"
"meat","5240"
"pip fruit","5240"
"whole milk","5240"
"curd","5240"
"yogurt","5240"
"frozen meals","5240"
"pastry","5240"
"potato products","5240"
"fruit/vegetable juice","5240"
"bottled beer","5240"
"salty snack","5240"
"long life bakery product","5240"
"newspapers","5240"
"frankfurter","5241"
"ham","5241"
"tropical fruit","5241"
"pip fruit","5241"
"grapes","5241"
"other vegetables","5241"
"whole milk","5241"
"yogurt","5241"
"sliced cheese","5241"
"frozen meals","5241"
"frozen fish","5241"
"brown bread","5241"
"tropical fruit","5242"
"dessert","5242"
"yogurt","5242"
"sliced cheese","5242"
"cream cheese","5242"
"rolls/buns","5242"
"brown bread","5242"
"canned vegetables","5242"
"fruit/vegetable juice","5242"
"chicken","5243"
"root vegetables","5243"
"other vegetables","5243"
"whole milk","5243"
"frozen vegetables","5243"
"domestic eggs","5243"
"brown bread","5243"
"canned vegetables","5243"
"root vegetables","5244"
"other vegetables","5244"
"white bread","5244"
"baking powder","5244"
"other vegetables","5245"
"fruit/vegetable juice","5245"
"salty snack","5245"
"napkins","5245"
"coffee","5246"
"tea","5246"
"soda","5247"
"chicken","5248"
"pork","5248"
"margarine","5248"
"specialty fat","5248"
"bottled beer","5248"
"ice cream","5249"
"hamburger meat","5250"
"cream cheese","5250"
"brown bread","5250"
"pork","5251"
"rolls/buns","5251"
"ice cream","5252"
"other vegetables","5253"
"coffee","5253"
"soda","5253"
"dental care","5253"
"bottled beer","5254"
"misc. beverages","5255"
"dishes","5255"
"beef","5256"
"tropical fruit","5256"
"whole milk","5256"
"margarine","5256"
"soda","5256"
"candles","5256"
"whole milk","5257"
"meat spreads","5257"
"fruit/vegetable juice","5257"
"chicken","5258"
"yogurt","5258"
"whipped/sour cream","5258"
"dessert","5259"
"specialty chocolate","5259"
"pastry","5260"
"margarine","5260"
"coffee","5260"
"sausage","5261"
"whole milk","5261"
"yogurt","5261"
"onions","5262"
"frozen meals","5262"
"tropical fruit","5263"
"other vegetables","5263"
"UHT-milk","5263"
"domestic eggs","5263"
"potted plants","5263"
"flower soil/fertilizer","5264"
"ice cream","5265"
"soda","5266"
"pastry","5267"
"soda","5267"
"pip fruit","5268"
"root vegetables","5268"
"whole milk","5268"
"butter","5268"
"curd","5268"
"yogurt","5268"
"UHT-milk","5268"
"specialty cheese","5268"
"white bread","5268"
"margarine","5268"
"cereals","5268"
"pickled vegetables","5268"
"coffee","5268"
"cake bar","5268"
"meat","5269"
"other vegetables","5269"
"whole milk","5269"
"hard cheese","5269"
"fruit/vegetable juice","5269"
"long life bakery product","5269"
"whole milk","5270"
"hard cheese","5270"
"rolls/buns","5270"
"bottled water","5270"
"zwieback","5271"
"liquor (appetizer)","5272"
"pip fruit","5273"
"whole milk","5273"
"canned beer","5274"
"Instant food products","5275"
"soda","5275"
"pork","5276"
"yogurt","5276"
"butter milk","5277"
"oil","5278"
"meat","5279"
"pork","5279"
"butter","5279"
"brown bread","5279"
"specialty chocolate","5279"
"kitchen towels","5279"
"tropical fruit","5280"
"pip fruit","5280"
"whole milk","5280"
"cream cheese","5280"
"frozen vegetables","5280"
"ice cream","5280"
"bottled water","5280"
"shopping bags","5280"
"soda","5281"
"canned beer","5281"
"soda","5282"
"meat","5283"
"whole milk","5283"
"yogurt","5283"
"frankfurter","5284"
"tropical fruit","5284"
"other vegetables","5284"
"dessert","5284"
"UHT-milk","5284"
"cream cheese","5284"
"brown bread","5284"
"pastry","5284"
"hygiene articles","5284"
"whipped/sour cream","5285"
"frozen vegetables","5285"
"tropical fruit","5286"
"root vegetables","5286"
"other vegetables","5286"
"whole milk","5286"
"ice cream","5286"
"pasta","5286"
"canned vegetables","5286"
"soda","5286"
"salty snack","5286"
"sausage","5287"
"newspapers","5287"
"tropical fruit","5288"
"whipped/sour cream","5288"
"hygiene articles","5288"
"pork","5289"
"processed cheese","5289"
"canned beer","5289"
"bottled beer","5290"
"flower (seeds)","5290"
"whole milk","5291"
"cat food","5291"
"pet care","5291"
"coffee","5291"
"soda","5291"
"misc. beverages","5291"
"chocolate","5291"
"frozen vegetables","5292"
"whole milk","5293"
"processed cheese","5293"
"soda","5293"
"cake bar","5293"
"chocolate","5293"
"specialty bar","5293"
"shopping bags","5293"
"sausage","5294"
"tropical fruit","5294"
"root vegetables","5294"
"other vegetables","5294"
"hard cheese","5294"
"fruit/vegetable juice","5294"
"long life bakery product","5294"
"waffles","5294"
"pork","5295"
"other vegetables","5295"
"whole milk","5295"
"frozen vegetables","5295"
"brown bread","5295"
"roll products","5295"
"canned vegetables","5295"
"sparkling wine","5295"
"chocolate","5295"
"dental care","5295"
"beef","5296"
"whole milk","5296"
"curd","5296"
"white bread","5296"
"napkins","5296"
"sausage","5297"
"chicken","5297"
"hamburger meat","5297"
"other vegetables","5297"
"whole milk","5297"
"butter milk","5297"
"whipped/sour cream","5297"
"white bread","5297"
"tropical fruit","5298"
"pip fruit","5298"
"UHT-milk","5298"
"cream cheese","5298"
"pasta","5298"
"sauces","5298"
"baking powder","5298"
"cat food","5298"
"pet care","5298"
"bottled water","5298"
"bottled beer","5298"
"salty snack","5298"
"shopping bags","5298"
"whole milk","5299"
"yogurt","5299"
"domestic eggs","5299"
"rolls/buns","5299"
"fruit/vegetable juice","5299"
"long life bakery product","5299"
"specialty chocolate","5299"
"specialty bar","5299"
"bottled water","5300"
"waffles","5300"
"chocolate","5300"
"beef","5301"
"specialty chocolate","5301"
"brown bread","5302"
"bottled beer","5303"
"sausage","5304"
"tropical fruit","5304"
"yogurt","5304"
"frozen meals","5304"
"cat food","5304"
"bottled water","5304"
"soda","5304"
"bottled beer","5304"
"waffles","5304"
"pip fruit","5305"
"other vegetables","5305"
"whole milk","5305"
"butter","5305"
"whipped/sour cream","5305"
"sliced cheese","5305"
"pastry","5305"
"hygiene articles","5305"
"napkins","5305"
"frankfurter","5306"
"rolls/buns","5306"
"UHT-milk","5307"
"mustard","5307"
"whole milk","5308"
"brown bread","5308"
"butter milk","5309"
"brown bread","5309"
"whole milk","5310"
"herbs","5311"
"whole milk","5311"
"curd","5311"
"cat food","5311"
"soda","5311"
"tropical fruit","5312"
"root vegetables","5312"
"other vegetables","5312"
"whole milk","5312"
"yogurt","5312"
"rice","5312"
"oil","5312"
"bathroom cleaner","5312"
"chicken","5313"
"rolls/buns","5313"
"bottled water","5313"
"curd","5314"
"cream cheese","5314"
"frozen fruits","5314"
"margarine","5314"
"cocoa drinks","5314"
"soda","5314"
"pork","5315"
"beef","5315"
"other vegetables","5315"
"whole milk","5315"
"yogurt","5315"
"margarine","5315"
"fruit/vegetable juice","5315"
"hamburger meat","5316"
"hamburger meat","5317"
"onions","5317"
"ice cream","5317"
"misc. beverages","5317"
"shopping bags","5317"
"root vegetables","5318"
"onions","5318"
"dessert","5318"
"mayonnaise","5318"
"brown bread","5318"
"salt","5318"
"canned fish","5318"
"bottled water","5318"
"fruit/vegetable juice","5318"
"bottled beer","5318"
"popcorn","5318"
"butter","5319"
"spread cheese","5319"
"ice cream","5319"
"rolls/buns","5319"
"soda","5319"
"long life bakery product","5319"
"chocolate","5319"
"chocolate marshmallow","5319"
"UHT-milk","5320"
"sugar","5320"
"coffee","5320"
"canned beer","5320"
"whole milk","5321"
"cat food","5321"
"sausage","5322"
"meat","5322"
"chicken","5322"
"beef","5322"
"citrus fruit","5322"
"root vegetables","5322"
"herbs","5322"
"whole milk","5322"
"butter","5322"
"domestic eggs","5322"
"roll products","5322"
"coffee","5322"
"long life bakery product","5322"
"waffles","5322"
"canned beer","5323"
"specialty bar","5323"
"whole milk","5324"
"rolls/buns","5324"
"canned beer","5324"
"chewing gum","5324"
"oil","5325"
"sausage","5326"
"meat","5326"
"berries","5326"
"onions","5326"
"other vegetables","5326"
"soft cheese","5326"
"hard cheese","5326"
"cream cheese","5326"
"mayonnaise","5326"
"frozen meals","5326"
"domestic eggs","5326"
"rolls/buns","5326"
"mustard","5326"
"canned fish","5326"
"shopping bags","5326"
"frankfurter","5327"
"mayonnaise","5327"
"margarine","5327"
"mustard","5327"
"ketchup","5327"
"seasonal products","5327"
"sliced cheese","5328"
"rolls/buns","5328"
"sausage","5329"
"meat","5329"
"whole milk","5329"
"curd","5329"
"dessert","5329"
"yogurt","5329"
"brown bread","5329"
"dental care","5329"
"male cosmetics","5329"
"chicken","5330"
"pip fruit","5330"
"whole milk","5330"
"dessert","5330"
"margarine","5330"
"soda","5330"
"canned beer","5330"
"liquor","5330"
"newspapers","5330"
"butter milk","5331"
"yogurt","5331"
"pip fruit","5332"
"yogurt","5332"
"cream cheese","5332"
"meat spreads","5332"
"coffee","5332"
"specialty chocolate","5332"
"seasonal products","5332"
"cookware","5332"
"shopping bags","5332"
"sausage","5333"
"berries","5333"
"sliced cheese","5333"
"cream cheese","5333"
"butter","5334"
"yogurt","5334"
"pork","5335"
"other vegetables","5335"
"cat food","5336"
"hamburger meat","5337"
"berries","5337"
"other vegetables","5337"
"UHT-milk","5337"
"hard cheese","5337"
"processed cheese","5337"
"canned vegetables","5337"
"soda","5337"
"waffles","5337"
"specialty bar","5337"
"newspapers","5337"
"tropical fruit","5338"
"whole milk","5338"
"newspapers","5338"
"whole milk","5339"
"yogurt","5339"
"beverages","5339"
"rolls/buns","5339"
"bottled water","5339"
"fruit/vegetable juice","5339"
"softener","5340"
"newspapers","5340"
"rolls/buns","5341"
"pastry","5341"
"semi-finished bread","5341"
"tropical fruit","5342"
"whole milk","5342"
"dessert","5343"
"soft cheese","5343"
"brown bread","5343"
"pastry","5343"
"soda","5343"
"long life bakery product","5343"
"hygiene articles","5343"
"shopping bags","5343"
"newspapers","5344"
"hamburger meat","5345"
"herbs","5345"
"UHT-milk","5345"
"domestic eggs","5345"
"oil","5345"
"chocolate","5345"
"chicken","5346"
"other vegetables","5347"
"whole milk","5347"
"specialty cheese","5347"
"fruit/vegetable juice","5348"
"chocolate","5349"
"specialty bar","5349"
"candy","5349"
"napkins","5349"
"flower (seeds)","5349"
"margarine","5350"
"misc. beverages","5350"
"cling film/bags","5351"
"chicken","5352"
"butter","5352"
"frozen vegetables","5352"
"soda","5352"
"misc. beverages","5352"
"chocolate","5352"
"specialty chocolate","5352"
"salt","5353"
"salty snack","5353"
"newspapers","5354"
"root vegetables","5355"
"pip fruit","5356"
"misc. beverages","5356"
"chewing gum","5356"
"specialty chocolate","5356"
"shopping bags","5356"
"sausage","5357"
"spread cheese","5357"
"domestic eggs","5357"
"soda","5357"
"shopping bags","5357"
"other vegetables","5358"
"whole milk","5358"
"salty snack","5358"
"tropical fruit","5359"
"pip fruit","5359"
"root vegetables","5359"
"onions","5359"
"other vegetables","5359"
"whole milk","5359"
"whipped/sour cream","5359"
"misc. beverages","5359"
"fruit/vegetable juice","5359"
"red/blush wine","5359"
"salty snack","5359"
"detergent","5359"
"shopping bags","5359"
"newspapers","5360"
"frankfurter","5361"
"processed cheese","5361"
"soda","5361"
"fruit/vegetable juice","5362"
"ham","5363"
"whole milk","5363"
"hard cheese","5363"
"margarine","5363"
"coffee","5363"
"fruit/vegetable juice","5363"
"sausage","5364"
"pork","5364"
"beef","5364"
"tropical fruit","5364"
"other vegetables","5364"
"whole milk","5364"
"butter milk","5364"
"whipped/sour cream","5364"
"roll products","5364"
"bottled water","5364"
"detergent","5364"
"hygiene articles","5364"
"napkins","5364"
"house keeping products","5364"
"frankfurter","5365"
"beef","5365"
"whole milk","5365"
"fish","5366"
"UHT-milk","5366"
"cream cheese","5366"
"ice cream","5366"
"chewing gum","5367"
"specialty bar","5367"
"citrus fruit","5368"
"rolls/buns","5368"
"soda","5368"
"chewing gum","5368"
"shopping bags","5368"
"canned beer","5369"
"canned beer","5370"
"canned beer","5371"
"UHT-milk","5372"
"soda","5372"
"detergent","5372"
"citrus fruit","5373"
"pip fruit","5373"
"other vegetables","5373"
"whole milk","5373"
"curd","5373"
"frozen fish","5373"
"domestic eggs","5373"
"jam","5373"
"dishes","5373"
"whole milk","5374"
"bottled beer","5374"
"liquor (appetizer)","5374"
"hygiene articles","5374"
"citrus fruit","5375"
"canned beer","5376"
"dessert","5377"
"ham","5378"
"whole milk","5378"
"dessert","5378"
"rolls/buns","5378"
"misc. beverages","5378"
"waffles","5378"
"skin care","5378"
"meat","5379"
"rolls/buns","5379"
"misc. beverages","5379"
"pip fruit","5380"
"rolls/buns","5380"
"snack products","5380"
"UHT-milk","5381"
"domestic eggs","5381"
"rolls/buns","5381"
"fruit/vegetable juice","5381"
"newspapers","5381"
"canned beer","5382"
"other vegetables","5383"
"whole milk","5383"
"butter milk","5383"
"margarine","5383"
"whole milk","5384"
"butter milk","5384"
"cream cheese","5384"
"coffee","5384"
"sausage","5385"
"pip fruit","5385"
"root vegetables","5385"
"whole milk","5385"
"spread cheese","5385"
"rolls/buns","5385"
"margarine","5385"
"bottled water","5385"
"canned beer","5386"
"yogurt","5387"
"rolls/buns","5387"
"root vegetables","5388"
"UHT-milk","5388"
"domestic eggs","5388"
"pasta","5388"
"margarine","5388"
"soups","5388"
"cat food","5388"
"coffee","5388"
"bottled water","5388"
"soda","5388"
"misc. beverages","5388"
"sparkling wine","5388"
"specialty chocolate","5388"
"specialty bar","5388"
"seasonal products","5388"
"female sanitary products","5388"
"newspapers","5388"
"bottled beer","5389"
"canned beer","5390"
"shopping bags","5390"
"pork","5391"
"tropical fruit","5391"
"pip fruit","5391"
"other vegetables","5391"
"whipped/sour cream","5391"
"chocolate","5391"
"chocolate marshmallow","5391"
"shopping bags","5391"
"canned beer","5392"
"pip fruit","5393"
"soda","5393"
"meat","5394"
"pork","5394"
"soft cheese","5394"
"oil","5394"
"margarine","5394"
"seasonal products","5394"
"pork","5395"
"pip fruit","5395"
"frozen vegetables","5395"
"brown bread","5395"
"other vegetables","5396"
"whole milk","5396"
"mayonnaise","5396"
"frozen potato products","5396"
"pastry","5396"
"margarine","5396"
"baking powder","5396"
"whole milk","5397"
"domestic eggs","5397"
"sausage","5398"
"bottled water","5398"
"misc. beverages","5399"
"bottled water","5400"
"newspapers","5400"
"beef","5401"
"pip fruit","5401"
"whole milk","5401"
"butter","5401"
"curd","5401"
"yogurt","5401"
"condensed milk","5401"
"white bread","5401"
"detergent","5401"
"tropical fruit","5402"
"bottled water","5402"
"white wine","5402"
"newspapers","5402"
"rolls/buns","5403"
"brown bread","5403"
"soda","5403"
"misc. beverages","5403"
"bottled beer","5403"
"canned beer","5404"
"sausage","5405"
"other vegetables","5405"
"yogurt","5405"
"rolls/buns","5405"
"soda","5405"
"canned beer","5405"
"sliced cheese","5406"
"domestic eggs","5406"
"rolls/buns","5406"
"bottled water","5406"
"soda","5406"
"potted plants","5406"
"pork","5407"
"other vegetables","5407"
"whole milk","5407"
"cream cheese","5407"
"frozen fish","5407"
"rolls/buns","5407"
"pastry","5407"
"soda","5408"
"rolls/buns","5409"
"soda","5410"
"bottled beer","5410"
"chocolate","5411"
"ham","5412"
"turkey","5412"
"frozen vegetables","5412"
"pastry","5412"
"other vegetables","5413"
"whole milk","5413"
"margarine","5413"
"jam","5413"
"salty snack","5413"
"shopping bags","5413"
"canned beer","5414"
"canned beer","5415"
"canned beer","5416"
"tropical fruit","5417"
"pip fruit","5417"
"root vegetables","5417"
"other vegetables","5417"
"whole milk","5417"
"curd","5417"
"yogurt","5417"
"tea","5417"
"bottled water","5417"
"salty snack","5417"
"kitchen towels","5417"
"newspapers","5417"
"tropical fruit","5418"
"whole milk","5418"
"beverages","5418"
"soda","5418"
"salty snack","5418"
"specialty bar","5418"
"newspapers","5418"
"canned beer","5419"
"waffles","5419"
"canned beer","5420"
"specialty bar","5420"
"bottled water","5421"
"soda","5421"
"frankfurter","5422"
"hamburger meat","5422"
"grapes","5422"
"other vegetables","5422"
"whole milk","5422"
"butter milk","5422"
"whipped/sour cream","5422"
"mayonnaise","5422"
"white bread","5422"
"roll products","5422"
"sauces","5422"
"salty snack","5422"
"waffles","5422"
"chocolate","5422"
"tropical fruit","5423"
"root vegetables","5423"
"onions","5423"
"other vegetables","5423"
"curd","5423"
"whipped/sour cream","5423"
"spread cheese","5423"
"white bread","5423"
"bottled water","5423"
"soda","5423"
"liver loaf","5424"
"other vegetables","5424"
"butter","5424"
"yogurt","5424"
"whipped/sour cream","5424"
"cream cheese","5424"
"margarine","5424"
"baking powder","5424"
"long life bakery product","5424"
"bathroom cleaner","5424"
"shopping bags","5425"
"tropical fruit","5426"
"other vegetables","5426"
"cream cheese","5426"
"baking powder","5426"
"long life bakery product","5426"
"frankfurter","5427"
"sausage","5427"
"organic sausage","5427"
"white bread","5427"
"brown bread","5427"
"waffles","5427"
"chocolate","5427"
"citrus fruit","5428"
"curd","5428"
"yogurt","5428"
"newspapers","5428"
"whole milk","5429"
"curd","5429"
"oil","5429"
"margarine","5429"
"tropical fruit","5430"
"berries","5430"
"root vegetables","5430"
"butter","5430"
"UHT-milk","5430"
"bottled water","5430"
"soda","5430"
"beef","5431"
"root vegetables","5431"
"soda","5431"
"fruit/vegetable juice","5431"
"detergent","5431"
"newspapers","5431"
"fruit/vegetable juice","5432"
"potted plants","5432"
"frankfurter","5433"
"sausage","5433"
"tropical fruit","5433"
"root vegetables","5433"
"whole milk","5433"
"pastry","5433"
"beef","5434"
"citrus fruit","5434"
"root vegetables","5434"
"whole milk","5434"
"bottled water","5434"
"newspapers","5434"
"beef","5435"
"whole milk","5435"
"pastry","5435"
"flour","5435"
"pickled vegetables","5435"
"canned beer","5436"
"canned beer","5437"
"rolls/buns","5438"
"other vegetables","5439"
"cream cheese","5439"
"sausage","5440"
"whole milk","5440"
"spread cheese","5440"
"mayonnaise","5440"
"rolls/buns","5440"
"pastry","5440"
"pickled vegetables","5440"
"bottled water","5440"
"shopping bags","5440"
"rolls/buns","5441"
"yogurt","5442"
"frozen dessert","5442"
"rolls/buns","5442"
"pastry","5442"
"soda","5442"
"fruit/vegetable juice","5442"
"napkins","5442"
"pork","5443"
"whole milk","5443"
"pastry","5443"
"sugar","5443"
"newspapers","5443"
"tropical fruit","5444"
"root vegetables","5444"
"whole milk","5444"
"yogurt","5444"
"whipped/sour cream","5444"
"rolls/buns","5444"
"margarine","5444"
"sugar","5444"
"Instant food products","5444"
"bottled water","5444"
"rolls/buns","5445"
"margarine","5445"
"bottled water","5445"
"rum","5445"
"red/blush wine","5445"
"long life bakery product","5445"
"waffles","5445"
"chocolate","5445"
"hamburger meat","5446"
"whole milk","5446"
"misc. beverages","5446"
"red/blush wine","5446"
"pip fruit","5447"
"pastry","5447"
"whole milk","5448"
"bottled water","5448"
"bottled beer","5448"
"newspapers","5448"
"pastry","5449"
"whole milk","5450"
"sugar","5450"
"cat food","5450"
"sausage","5451"
"root vegetables","5451"
"whole milk","5451"
"whipped/sour cream","5451"
"rolls/buns","5451"
"mustard","5451"
"canned beer","5452"
"beef","5453"
"rolls/buns","5453"
"canned beer","5454"
"frankfurter","5455"
"beef","5455"
"other vegetables","5455"
"cream cheese","5455"
"domestic eggs","5455"
"baking powder","5455"
"salty snack","5455"
"shopping bags","5455"
"pastry","5456"
"coffee","5456"
"chewing gum","5456"
"sausage","5457"
"pork","5457"
"hard cheese","5457"
"rolls/buns","5457"
"pickled vegetables","5457"
"dish cleaner","5457"
"tropical fruit","5458"
"bottled water","5458"
"whole milk","5459"
"sausage","5460"
"pork","5460"
"white wine","5460"
"root vegetables","5461"
"other vegetables","5461"
"cream cheese","5461"
"chocolate","5461"
"frozen meals","5462"
"other vegetables","5463"
"bottled water","5463"
"canned beer","5463"
"chewing gum","5463"
"newspapers","5463"
"chicken","5464"
"hamburger meat","5464"
"herbs","5464"
"dessert","5464"
"beverages","5464"
"oil","5464"
"soda","5464"
"dish cleaner","5464"
"bottled water","5465"
"canned beer","5465"
"whole milk","5466"
"yogurt","5466"
"whole milk","5467"
"rolls/buns","5467"
"bottled water","5467"
"frankfurter","5468"
"pork","5468"
"brown bread","5468"
"potato products","5468"
"beef","5469"
"hamburger meat","5469"
"pip fruit","5469"
"berries","5469"
"other vegetables","5469"
"rolls/buns","5469"
"semi-finished bread","5469"
"baking powder","5469"
"white wine","5469"
"napkins","5469"
"cling film/bags","5469"
"sausage","5470"
"berries","5470"
"rolls/buns","5470"
"chewing gum","5470"
"shopping bags","5470"
"sausage","5471"
"ham","5471"
"tropical fruit","5471"
"whole milk","5471"
"butter","5471"
"processed cheese","5471"
"rolls/buns","5471"
"potato products","5471"
"rice","5471"
"margarine","5471"
"cereals","5471"
"cat food","5471"
"fruit/vegetable juice","5471"
"bottled beer","5471"
"chocolate","5471"
"napkins","5471"
"candy","5472"
"sausage","5473"
"other vegetables","5473"
"dessert","5473"
"yogurt","5473"
"UHT-milk","5473"
"cream cheese","5473"
"frozen vegetables","5473"
"rolls/buns","5473"
"brown bread","5473"
"pastry","5473"
"specialty bar","5473"
"citrus fruit","5474"
"dessert","5474"
"yogurt","5474"
"UHT-milk","5474"
"frozen vegetables","5474"
"frozen fish","5474"
"zwieback","5474"
"spices","5474"
"waffles","5474"
"sausage","5475"
"ham","5475"
"sliced cheese","5475"
"frozen fish","5475"
"rolls/buns","5475"
"margarine","5475"
"mustard","5475"
"other vegetables","5476"
"whole milk","5476"
"yogurt","5476"
"ice cream","5476"
"brown bread","5476"
"pastry","5476"
"soda","5476"
"newspapers","5476"
"sausage","5477"
"whole milk","5477"
"rolls/buns","5477"
"other vegetables","5478"
"whole milk","5478"
"rolls/buns","5478"
"skin care","5478"
"dishes","5478"
"flower (seeds)","5478"
"canned beer","5479"
"detergent","5480"
"photo/film","5480"
"citrus fruit","5481"
"tropical fruit","5481"
"pip fruit","5481"
"root vegetables","5481"
"packaged fruit/vegetables","5481"
"dessert","5481"
"yogurt","5481"
"UHT-milk","5481"
"hard cheese","5481"
"mayonnaise","5481"
"domestic eggs","5481"
"spices","5481"
"canned vegetables","5481"
"fruit/vegetable juice","5481"
"candy","5481"
"beef","5482"
"root vegetables","5482"
"herbs","5482"
"other vegetables","5482"
"whole milk","5482"
"butter","5482"
"rolls/buns","5482"
"brown bread","5482"
"bottled beer","5482"
"long life bakery product","5482"
"potted plants","5482"
"other vegetables","5483"
"packaged fruit/vegetables","5483"
"brown bread","5483"
"pastry","5483"
"light bulbs","5483"
"newspapers","5483"
"bottled beer","5484"
"other vegetables","5485"
"whole milk","5485"
"fruit/vegetable juice","5486"
"waffles","5486"
"misc. beverages","5487"
"tropical fruit","5488"
"berries","5488"
"whole milk","5488"
"butter","5488"
"butter milk","5488"
"brown bread","5488"
"pip fruit","5489"
"pastry","5489"
"margarine","5489"
"sausage","5490"
"chicken","5490"
"other vegetables","5490"
"whole milk","5490"
"whipped/sour cream","5490"
"domestic eggs","5490"
"rolls/buns","5490"
"house keeping products","5490"
"root vegetables","5491"
"whole milk","5491"
"hard cheese","5491"
"sauces","5491"
"bottled water","5491"
"fruit/vegetable juice","5491"
"zwieback","5492"
"cat food","5492"
"dish cleaner","5492"
"chicken","5493"
"beef","5493"
"tropical fruit","5493"
"other vegetables","5493"
"soft cheese","5493"
"pickled vegetables","5493"
"bottled water","5493"
"detergent","5493"
"newspapers","5493"
"tropical fruit","5494"
"yogurt","5494"
"UHT-milk","5494"
"bottled water","5494"
"soda","5494"
"tropical fruit","5495"
"butter milk","5495"
"beverages","5495"
"bottled water","5495"
"fruit/vegetable juice","5495"
"salty snack","5495"
"chewing gum","5495"
"napkins","5495"
"newspapers","5495"
"shopping bags","5495"
"root vegetables","5496"
"rolls/buns","5496"
"canned beer","5497"
"beef","5498"
"pip fruit","5498"
"root vegetables","5498"
"whole milk","5498"
"soft cheese","5498"
"bottled beer","5498"
"detergent","5498"
"hamburger meat","5499"
"root vegetables","5499"
"whole milk","5499"
"yogurt","5499"
"brown bread","5499"
"pastry","5499"
"bottled beer","5499"
"specialty chocolate","5499"
"flower (seeds)","5499"
"other vegetables","5500"
"ice cream","5500"
"brown bread","5500"
"soda","5500"
"house keeping products","5500"
"newspapers","5500"
"liquor (appetizer)","5501"
"pip fruit","5502"
"root vegetables","5502"
"frozen vegetables","5502"
"rolls/buns","5502"
"semi-finished bread","5502"
"soda","5502"
"white wine","5502"
"newspapers","5502"
"newspapers","5503"
"turkey","5504"
"tropical fruit","5504"
"root vegetables","5504"
"other vegetables","5504"
"butter","5504"
"whipped/sour cream","5504"
"hard cheese","5504"
"ketchup","5504"
"fruit/vegetable juice","5504"
"candy","5504"
"napkins","5504"
"rolls/buns","5505"
"margarine","5505"
"bottled water","5505"
"bottled beer","5505"
"sausage","5506"
"soda","5506"
"beef","5507"
"margarine","5507"
"bottled beer","5507"
"flower (seeds)","5507"
"whole milk","5508"
"yogurt","5508"
"brown bread","5508"
"chocolate","5508"
"newspapers","5508"
"whole milk","5509"
"rolls/buns","5509"
"baking powder","5509"
"chocolate","5509"
"pip fruit","5510"
"whole milk","5510"
"frozen vegetables","5510"
"bottled water","5510"
"meat","5511"
"whole milk","5511"
"rolls/buns","5511"
"hamburger meat","5512"
"whole milk","5512"
"tidbits","5512"
"frozen fish","5512"
"ice cream","5512"
"sauces","5512"
"salty snack","5512"
"kitchen towels","5512"
"photo/film","5513"
"other vegetables","5514"
"root vegetables","5515"
"white bread","5515"
"brown bread","5515"
"other vegetables","5516"
"white bread","5516"
"pickled vegetables","5516"
"soda","5516"
"shopping bags","5516"
"citrus fruit","5517"
"pip fruit","5517"
"other vegetables","5517"
"whole milk","5517"
"frozen vegetables","5517"
"bottled water","5517"
"beef","5518"
"frankfurter","5519"
"whole milk","5519"
"yogurt","5519"
"frozen vegetables","5519"
"coffee","5519"
"bottled water","5519"
"bottled beer","5519"
"ham","5520"
"beef","5520"
"tropical fruit","5520"
"cat food","5520"
"soda","5521"
"bottled beer","5521"
"specialty bar","5521"
"bottled beer","5522"
"newspapers","5522"
"soda","5523"
"bottled beer","5523"
"turkey","5524"
"pork","5524"
"beef","5524"
"herbs","5524"
"other vegetables","5524"
"soft cheese","5524"
"frozen vegetables","5524"
"rolls/buns","5524"
"rice","5524"
"pork","5525"
"citrus fruit","5526"
"tropical fruit","5526"
"pip fruit","5526"
"other vegetables","5526"
"curd","5526"
"butter milk","5526"
"UHT-milk","5526"
"frozen meals","5526"
"brown bread","5526"
"semi-finished bread","5526"
"spices","5526"
"fruit/vegetable juice","5526"
"hygiene articles","5526"
"grapes","5527"
"other vegetables","5527"
"whole milk","5527"
"sugar","5527"
"other vegetables","5528"
"whole milk","5528"
"butter","5528"
"domestic eggs","5528"
"waffles","5528"
"candy","5528"
"seasonal products","5528"
"detergent","5528"
"root vegetables","5529"
"other vegetables","5529"
"whole milk","5529"
"yogurt","5529"
"whipped/sour cream","5529"
"flour","5529"
"long life bakery product","5529"
"shopping bags","5529"
"tropical fruit","5530"
"rolls/buns","5531"
"citrus fruit","5532"
"other vegetables","5532"
